1172	Religious powder	sindoor	Lead	1.1	ppm	Unknown	INDIA	INDIA	09/08/2014	C	NO
1173	Food Other	fig	Lead	Unknown	ppm	Unknown	TURKEY	TURKEY	09/10/2014	C	NA
1174	Food Other	apricot	Lead	Unknown	ppm	Unknown	TURKEY	TURKEY	09/10/2014	C	NA
1175	Toys/Children's Products	toy car	Lead	0.75	ppm	Nintendo	CHINA	CHINA	09/11/2014	C	NO
1176	Toys/Children's Products	painted metal car	Lead	Unknown	ppm	Hot Wheels	THAILAND	THAILAND	09/11/2014	C	NA
1177	Toys/Children's Products	painted figurine	Lead	0.73	ppm	Mattel	CHINA	CHINA	09/11/2014	C	NO
1178	Toys/Children's Products	painted metal car	Lead	0.81	ppm	Mattel	THAILAND	THAILAND	09/11/2014	C	NO
1179	Dietary Supplement/Medications/Remedy	optiprim	Lead	Unknown	ppm	Biomedicare	INDIA	UZBEKISTAN	09/18/2014	C	NA
1180	Toys/Children's Products	toy car	Lead	Unknown	ppm	Silverlit Toys Mfy Ltd	CHINA	KOREA - REPUBLIC OF	09/19/2014	C	NA
1181	Dietary Supplement/Medications/Remedy	gulan chagans salt	Arsenic	1	ppm	Unknown	INDIA	INDIA	09/23/2014	A	NO
1182	Dietary Supplement/Medications/Remedy	gulan chagans salt	Lead	0.77	ppm	Unknown	INDIA	INDIA	09/23/2014	A	YES
1183	Dietary Supplement/Medications/Remedy	amalaki	Arsenic	Unknown	ppm	Unknown	INDIA	INDIA	09/23/2014	A	NA
1184	Dietary Supplement/Medications/Remedy	amalaki	Lead	0.19	ppm	Unknown	INDIA	INDIA	09/23/2014	A	NO
1185	Dietary Supplement/Medications/Remedy	shatavari	Arsenic	Unknown	ppm	Unknown	INDIA	INDIA	09/23/2014	A	NA
1186	Dietary Supplement/Medications/Remedy	shatavari	Lead	0.29	ppm	Unknown	INDIA	INDIA	09/23/2014	A	NO
1187	Food-Spice	chili powder	Lead	1.4	ppm	Unknown	BANGLADESH	BANGLADESH	10/10/2014	C	NO
1188	Food-Spice	turmeric powder	Lead	16	ppm	Unknown	BANGLADESH	BANGLADESH	10/10/2014	C	YES
1189	Food-Spice	cumin powder	Lead	Unknown	ppm	Unknown	BANGLADESH	UNITED STATES	10/10/2014	C	NA
1190	Cosmetics	eyeliner gel	Lead	Unknown	ppm	M.A.C	BANGLADESH	BANGLADESH	10/16/2014	C	NA
1191	Tableware/Pottery	mug	Lead	9500	ppm	Unknown	Unknown	MEXICO	10/24/2014	A	YES
1192	Food-Spice	fenugreek	Lead	47	ppm	Unknown	GEORGIA	GEORGIA	11/06/2014	A	YES
1193	Food-Spice	georgian spice	Lead	22000	ppm	Unknown	GEORGIA	GEORGIA	11/06/2014	A	YES
1194	Food-Spice	coriander seeds	Lead	2.3	ppm	Unknown	GEORGIA	GEORGIA	11/06/2014	A	YES
1195	Dietary Supplement/Medications/Remedy	gripe water	Lead	Unknown	ppm	MOM Enterprises, Inc.	UNITED STATES	UNITED STATES	11/12/2014	C	NA
1196	QA/QC - Lab test	surma	Lead	830000	ppm	Unknown	Unknown	UNITED STATES	11/19/2014	S	NA
1197	Toys/Children's Products	wooden toy	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	11/20/2014	C	NA
1198	Toys/Children's Products	doll	Lead	Unknown	ppm	MGA Entertainment UK Ltd	CHINA	UNITED STATES	11/20/2014	C	NA
1199	Cosmetics	surma	Lead	720000	ppm	Unknown	PAKISTAN	PAKISTAN	11/20/2014	C	YES
1200	Toys/Children's Products	honda spocket	Lead	32	ppm	Mattel	THAILAND	UNITED STATES	12/09/2014	C	NO
1201	Food-Spice	meat spice	Lead	0.82	ppm	Unknown	GEORGIA	GEORGIA	12/09/2014	C	NO
1202	Toys/Children's Products	painted wooden block	Lead	40	ppm	Unknown	Unknown	UNITED STATES	12/16/2014	C	NO
1203	Food Other	spinach	Lead	Unknown	ppm	Unknown	GEORGIA	UNITED STATES	12/18/2014	C	NA
1204	Food Other	bread	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	12/18/2014	C	NA
1205	Food Other	tender cottage cheese	Lead	Unknown	ppm	Unknown	RUSSIAN FEDERATION	UNITED STATES	12/18/2014	C	NA
1206	Food Other	vegetables and beef baby food	Lead	Unknown	ppm	Gerber	UNITED STATES	UNITED STATES	12/18/2014	C	NA
1207	Food Other	chicken noodle vegetable baby food	Lead	Unknown	ppm	Gerber	UNITED STATES	UNITED STATES	12/18/2014	C	NA
1208	Toys/Children's Products	toys	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	12/18/2014	C	NA
1209	Food-Spice	curry powder	Lead	0.81	ppm	Unknown	GEORGIA	GEORGIA	01/06/2015	C	NO
1210	Food-Spice	coriander seeds	Lead	Unknown	ppm	Unknown	GEORGIA	GEORGIA	01/06/2015	C	NA
1211	Food-Spice	khmeli suneli	Lead	17000	ppm	Unknown	GEORGIA	GEORGIA	01/06/2015	C	YES
1212	Food-Spice	fenugreek	Lead	420	ppm	Unknown	GEORGIA	GEORGIA	01/06/2015	C	YES
1213	Dietary Supplement/Medications/Remedy	calcarea phosphate	Lead	Unknown	ppm	Dr. Wilmar Schwabe	INDIA	INDIA	01/14/2015	C	NA
1214	Dietary Supplement/Medications/Remedy	ashwagandadi leha	Lead	Unknown	ppm	Bharath Pharmacy	INDIA	INDIA	01/15/2015	A	NA
1215	Dietary Supplement/Medications/Remedy	nutritional supplement	Lead	0.83	ppm	Unknown	INDIA	INDIA	01/15/2015	A	YES
1216	Food-Spice	roasted lentil powder	Lead	Unknown	ppm	Unknown	INDIA	INDIA	01/15/2015	A	NA
1217	Food-Spice	roasted lentil powder	Lead	Unknown	ppm	Unknown	INDIA	INDIA	01/15/2015	A	NA
1218	Food-Spice	roasted lentil powder	Lead	Unknown	ppm	Unknown	INDIA	INDIA	01/15/2015	A	NA
1219	Food-Spice	red spice	Lead	2.5	ppm	Unknown	BANGLADESH	BANGLADESH	01/20/2015	C	YES
1220	Food-Spice	curry powder	Lead	530	ppm	Unknown	BANGLADESH	BANGLADESH	01/20/2015	C	YES
1221	Food Other	tamarind stick	Lead	Unknown	ppm	Unknown	MEXICO	MEXICO	01/22/2015	A	NA
1222	Food-Candy	pulparindo	Lead	Unknown	ppm	CHUPALETAS SA	MEXICO	MEXICO	01/22/2015	A	NA
1223	Food-Spice	curry tastemaker noodles	Lead	Unknown	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	NA
1224	Food-Spice	cinnamon	Lead	1.5	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	NO
1225	Food-Spice	cumin	Lead	3.5	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	YES
1226	Food-Spice	turmeric	Lead	790	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	YES
1227	Food-Spice	chili powder	Lead	69	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	YES
1228	Food-Spice	curry powder	Lead	6.8	ppm	Unknown	BANGLADESH	BANGLADESH	01/26/2015	C	YES
1229	Food-Spice	svaneti salt	Lead	4100	ppm	Unknown	GEORGIA	GEORGIA	01/29/2015	C	YES
1230	Food-Spice	khmeli sureneli	Lead	880	ppm	Unknown	GEORGIA	GEORGIA	01/29/2015	C	YES
1231	Food-Spice	megnili ajika	Lead	2300	ppm	Unknown	GEORGIA	GEORGIA	01/29/2015	C	YES
1232	Food-Spice	turmeric	Lead	700	ppm	Unknown	BANGLADESH	BANGLADESH	02/06/2015	C	YES
1233	Food-Spice	chili powder	Lead	90	ppm	Unknown	BANGLADESH	BANGLADESH	02/06/2015	C	YES
1234	Food-Spice	chili powder	Lead	1.7	ppm	Unknown	PAKISTAN	PAKISTAN	02/13/2015	C	NO
1235	Food-Spice	biryani masala	Lead	0.75	ppm	Unknown	PAKISTAN	PAKISTAN	02/13/2015	C	NO
1236	Food-Spice	pepper seeds	Lead	0.81	ppm	Unknown	PAKISTAN	PAKISTAN	02/13/2015	C	NO
1237	Food-Spice	chili	Lead	Unknown	ppm	Unknown	PAKISTAN	PAKISTAN	02/19/2015	C	NA
1238	Food-Spice	cinnamon bark	Lead	4.9	ppm	Unknown	PAKISTAN	PAKISTAN	02/19/2015	C	YES
1239	Jewelry	amuletmetal clasps	Lead	1000000	ppm	Unknown	Unknown	UNITED STATES	02/19/2015	C	YES
1240	Cosmetics	go rash talc	Lead	15	ppm	Globe Cosmetics	PAKISTAN	PAKISTAN	02/23/2015	C	YES
1241	Jewelry	amulet	Lead	980	ppm	Unknown	PAKISTAN	PAKISTAN	02/23/2015	C	YES
1242	Cosmetics	surma	Lead	790000	ppm	Unknown	PAKISTAN	PAKISTAN	02/23/2015	C	YES
1243	Jewelry	bracelet	Lead	9.3	ppm	Unknown	PAKISTAN	PAKISTAN	02/23/2015	C	NO
1244	Toys/Children's Products	sensory toy	Lead	0.91	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	C	NO
1245	Toys/Children's Products	sensory toy	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	02/25/2015	C	NA
1246	Toys/Children's Products	sensory toy	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	02/25/2015	C	NA
1247	Toys/Children's Products	sensory toy	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	02/25/2015	C	NA
1248	Toys/Children's Products	sensory toy	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	02/25/2015	C	NA
1249	Food-Spice	turmeric powder	Lead	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1250	Food-Spice	chili powder	Lead	Unknown	ppm	Eastern Condiments Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	NA
1251	Food-Spice	chili powder	Lead	Unknown	ppm	Raja foods, LLC	INDIA	UNITED STATES	02/25/2015	S	NA
1252	Food-Spice	chili powder	Lead	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1253	Food-Spice	turmeric powder	Lead	Unknown	ppm	Unknown	UNITED STATES	UNITED STATES	02/25/2015	S	NA
1254	Food-Spice	turmeric powder	Lead	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1255	Religious powder	sindoor	Lead	1.4	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NO
1256	Food-Spice	chili powder	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	S	NA
1257	Food-Spice	turmeric powder	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	S	NA
1258	Food-Spice	chili powder	Lead	1	ppm	Pran Agro Ltd	BANGLADESH	UNITED STATES	02/25/2015	S	NO
1259	Dietary Supplement/Medications/Remedy	gaisantak bati	Arsenic	4.8	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1260	Dietary Supplement/Medications/Remedy	gaisantak bati	Lead	3.1	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1261	Dietary Supplement/Medications/Remedy	gaisantak bati	Mercury	2.5	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1262	Dietary Supplement/Medications/Remedy	rajahpravartini bati	Arsenic	99	ppm	Shree Baidyanath Ayurved Bahwan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1263	Dietary Supplement/Medications/Remedy	rajahpravartini bati	Lead	35	ppm	Shree Baidyanath Ayurved Bahwan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1264	Dietary Supplement/Medications/Remedy	rajahpravartini bati	Mercury	29	ppm	Shree Baidyanath Ayurved Bahwan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1265	Dietary Supplement/Medications/Remedy	brahmi bati	Arsenic	3.7	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1266	Dietary Supplement/Medications/Remedy	brahmi bati	Lead	7	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1267	Dietary Supplement/Medications/Remedy	brahmi bati	Mercury	2.9	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1268	Dietary Supplement/Medications/Remedy	arogyavardhini bati	Arsenic	13	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1269	Dietary Supplement/Medications/Remedy	arogyavardhini bati	Lead	82	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1270	Dietary Supplement/Medications/Remedy	arogyavardhini bati	Mercury	11	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1271	Dietary Supplement/Medications/Remedy	agnitundi bati	Arsenic	50	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1272	Dietary Supplement/Medications/Remedy	agnitundi bati	Lead	4.7	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1273	Dietary Supplement/Medications/Remedy	agnitundi bati	Mercury	17000	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1274	Dietary Supplement/Medications/Remedy	chitrakadi bati	Arsenic	16	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1275	Dietary Supplement/Medications/Remedy	chitrakadi bati	Lead	4.7	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1276	Dietary Supplement/Medications/Remedy	chitrakadi bati	Mercury	4.9	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1277	Dietary Supplement/Medications/Remedy	kaishore guggulu	Arsenic	2.6	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1278	Dietary Supplement/Medications/Remedy	kaishore guggulu	Lead	2.4	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1279	Dietary Supplement/Medications/Remedy	kaishore guggulu	Mercury	0.9	ppm	Shree Baidyanath Ayurved Bhawan (P) Ltd.	INDIA	UNITED STATES	02/25/2015	S	NO
1280	Religious powder	festival colors	Arsenic	Unknown	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	S	NA
1281	Religious powder	festival colors	Lead	2.5	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	S	NO
1282	Religious powder	festival colors	Mercury	0.49	ppm	Unknown	Unknown	UNITED STATES	02/25/2015	S	NO
1283	Religious powder	kumkuman	Arsenic	Unknown	ppm	Y.V.S.	INDIA	UNITED STATES	02/25/2015	S	NA
1284	Religious powder	kumkuman	Lead	2.5	ppm	Y.V.S.	INDIA	UNITED STATES	02/25/2015	S	NO
1285	Religious powder	kumkuman	Mercury	Unknown	ppm	Y.V.S.	INDIA	UNITED STATES	02/25/2015	S	NA
1286	Dietary Supplement/Medications/Remedy	brahmi bati	Arsenic	240	ppm	Shree Baidyanath	INDIA	UNITED STATES	02/25/2015	S	YES
1287	Dietary Supplement/Medications/Remedy	brahmi bati	Lead	86	ppm	Shree Baidyanath	INDIA	UNITED STATES	02/25/2015	S	YES
1288	Dietary Supplement/Medications/Remedy	brahmi bati	Mercury	27000	ppm	Shree Baidyanath	INDIA	UNITED STATES	02/25/2015	S	YES
1289	Dietary Supplement/Medications/Remedy	marichyadi bati	Arsenic	7.1	ppm	Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1290	Dietary Supplement/Medications/Remedy	marichyadi bati	Lead	3.2	ppm	Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1291	Dietary Supplement/Medications/Remedy	marichyadi bati	Mercury	37	ppm	Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1292	Dietary Supplement/Medications/Remedy	sariwadi bati	Arsenic	55	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1293	Dietary Supplement/Medications/Remedy	sariwadi bati	Lead	470	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1294	Dietary Supplement/Medications/Remedy	sariwadi bati	Mercury	120	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1295	Dietary Supplement/Medications/Remedy	arogyawardhini bati	Arsenic	2.7	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1296	Dietary Supplement/Medications/Remedy	arogyawardhini bati	Lead	16	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1297	Dietary Supplement/Medications/Remedy	arogyawardhini bati	Mercury	5400	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1298	Dietary Supplement/Medications/Remedy	chitrakadi bati	Arsenic	Unknown	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	NA
1299	Dietary Supplement/Medications/Remedy	chitrakadi bati	Lead	2.8	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1300	Dietary Supplement/Medications/Remedy	chitrakadi bati	Mercury	3.1	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1301	Dietary Supplement/Medications/Remedy	chandraprabha bati	Arsenic	5.1	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1302	Dietary Supplement/Medications/Remedy	chandraprabha bati	Lead	71	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1303	Dietary Supplement/Medications/Remedy	chandraprabha bati	Mercury	30	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1304	Dietary Supplement/Medications/Remedy	kankayan bati	Arsenic	2.7	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1305	Dietary Supplement/Medications/Remedy	kankayan bati	Lead	11	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1306	Dietary Supplement/Medications/Remedy	kankayan bati	Mercury	36	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1307	Dietary Supplement/Medications/Remedy	rajbati	Arsenic	Unknown	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	NA
1308	Dietary Supplement/Medications/Remedy	rajbati	Lead	5.6	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1309	Dietary Supplement/Medications/Remedy	rajbati	Mercury	12	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1310	Dietary Supplement/Medications/Remedy	agnitundi bati	Arsenic	9.4	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1311	Dietary Supplement/Medications/Remedy	agnitundi bati	Lead	13	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1312	Dietary Supplement/Medications/Remedy	agnitundi bati	Mercury	6500	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1313	Dietary Supplement/Medications/Remedy	rajahprawartini bati	Arsenic	7.1	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1314	Dietary Supplement/Medications/Remedy	rajahprawartini bati	Lead	23	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1315	Dietary Supplement/Medications/Remedy	rajahprawartini bati	Mercury	23	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1316	Dietary Supplement/Medications/Remedy	arshoghni bati	Arsenic	5.4	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1317	Dietary Supplement/Medications/Remedy	arshoghni bati	Lead	16	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1318	Dietary Supplement/Medications/Remedy	arshoghni bati	Mercury	23	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd	INDIA	UNITED STATES	02/25/2015	S	YES
1319	Dietary Supplement/Medications/Remedy	shankh bati	Arsenic	5.6	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1320	Dietary Supplement/Medications/Remedy	shankh bati	Lead	36	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1321	Dietary Supplement/Medications/Remedy	shankh bati	Mercury	6400	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1322	Dietary Supplement/Medications/Remedy	saptamrit lauh	Arsenic	16	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1323	Dietary Supplement/Medications/Remedy	saptamrit lauh	Lead	22	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1324	Dietary Supplement/Medications/Remedy	saptamrit lauh	Mercury	33	ppm	Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.	INDIA	UNITED STATES	02/25/2015	S	YES
1325	Religious powder	holi color pink	Arsenic	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1326	Religious powder	holi color pink	Lead	1.5	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NO
1327	Religious powder	holi color pink	Mercury	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1328	Religious powder	holi color orange	Arsenic	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1329	Religious powder	holi color orange	Lead	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1330	Religious powder	holi color orange	Mercury	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1331	Religious powder	holi color yellow	Arsenic	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1332	Religious powder	holi color yellow	Lead	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1333	Religious powder	holi color yellow	Mercury	Unknown	ppm	Unknown	INDIA	UNITED STATES	02/25/2015	S	NA
1334	Food-Spice	unlabeled brown powder	Lead	0.53	ppm	Unknown	EGYPT	EGYPT	02/26/2015	C	NO
1335	Food-Spice	kobeba sini	Lead	Unknown	ppm	Unknown	EGYPT	EGYPT	02/26/2015	C	NA
1336	Food-Spice	mestka	Lead	Unknown	ppm	Unknown	EGYPT	EGYPT	02/26/2015	C	NA
1337	Food-Spice	cardamom	Lead	Unknown	ppm	Unknown	EGYPT	EGYPT	02/26/2015	C	NA
1338	Food-Spice	turmeric	Lead	490	ppm	Unknown	BANGLADESH	BANGLADESH	03/03/2015	C	YES
1339	Food-Spice	coriander seeds	Lead	Unknown	ppm	Unknown	BANGLADESH	BANGLADESH	03/03/2015	C	NA
1340	Food-Spice	chili powder	Lead	34	ppm	Unknown	BANGLADESH	BANGLADESH	03/03/2015	C	YES
1341	Toys/Children's Products	blocks	Lead	Unknown	ppm	Melissa and Doug	UNITED STATES	UNITED STATES	03/03/2015	C	NA
1342	Food-Spice	turmeric powder	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	03/04/2015	S	NA
1343	Food Other	crickettes	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	03/04/2015	S	NA
1344	Tableware/Pottery	ceramic toy dish	Lead	52000	ppm	Unknown	ECUADOR	ECUADOR	03/05/2015	C	YES
1345	Toys/Children's Products	red toy tin pot	Lead	78	ppm	Unknown	ECUADOR	ECUADOR	03/05/2015	C	NO
1346	Cosmetics	surma	Lead	460000	ppm	Unknown	PAKISTAN	PAKISTAN	03/10/2015	C	YES
1347	Food Other	morinaga	Lead	Unknown	ppm	Morinaga	JAPAN	PAKISTAN	03/10/2015	C	NA
1348	Cosmetics	kajal	Lead	5.8	ppm	Unknown	Unknown	Unknown	03/16/2015	A	NO
1349	Cosmetics	compact powder	Lead	Unknown	ppm	Unknown	Unknown	Unknown	03/16/2015	A	NA
1350	Food-Spice	coriander seeds	Lead	Unknown	ppm	Unknown	BANGLADESH	BANGLADESH	03/17/2015	C	NA
1351	Food-Spice	turmeric	Lead	Unknown	ppm	Unknown	BANGLADESH	BANGLADESH	03/17/2015	C	NA
1352	Food-Spice	cumin	Lead	Unknown	ppm	Unknown	BANGLADESH	BANGLADESH	03/17/2015	C	NA
1353	Food-Spice	chili powder	Lead	4.9	ppm	Unknown	BANGLADESH	BANGLADESH	03/17/2015	C	YES
1354	Cosmetics	baby powder	Lead	2.5	ppm	Mothercare	PAKISTAN	PAKISTAN	03/18/2015	C	NO
1355	Food-Spice	chili powder	Lead	110	ppm	Unknown	Unknown	BANGLADESH	03/18/2015	A	YES
1356	Food-Spice	coriander powder	Lead	Unknown	ppm	Unknown	Unknown	BANGLADESH	03/18/2015	A	NA
1357	Food-Spice	turmeric powder	Lead	530	ppm	Unknown	Unknown	BANGLADESH	03/18/2015	A	YES
1358	Dietary Supplement/Medications/Remedy	herbal tablets	Arsenic	75	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	YES
1359	Dietary Supplement/Medications/Remedy	herbal tablets	Lead	4.7	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	YES
1360	Dietary Supplement/Medications/Remedy	herbal tablets	Mercury	3.1	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	YES
1361	Dietary Supplement/Medications/Remedy	herbal powder	Arsenic	Unknown	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	NA
1362	Dietary Supplement/Medications/Remedy	herbal powder	Lead	Unknown	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	NA
1363	Dietary Supplement/Medications/Remedy	herbal powder	Mercury	Unknown	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	NA
1364	Dietary Supplement/Medications/Remedy	herbal tablets	Lead	100	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	YES
1365	Dietary Supplement/Medications/Remedy	herbal pills	Arsenic	14	ppm	Unknown	Unknown	UNITED STATES	03/26/2015	A	YES
